
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	새로시작
buildtoolbar_popup_help_zoning_3	^팁
buildtoolbar_popup_help_zoning_4	- 관계자 외 출입금지인 구역에는 그 어떤 죄수라도 갈 수 없으므로, 이를 이용해 특정 구역 안의 죄수들이 공용 시설에 접근할 수 없도록 "에어로크"를 설치할 수 있습니다. 이는, 예를 들어, 신변을 보호해야 하는 죄수들을 다른 죄수들과 공용하는 마당이나 휴게실을 사용할 수 없도록 개별 구역에만 두고 싶을 때 특히 더 유용할 수 있습니다.
buildtoolbar_popup_help_zoning_5	- 특정 구역이 잠금해제로 설정되었다면 그 구역 내의 모든 문이 열리게 됩니다.

buildtoolbar_popup_help_guards_1	교도관 도구로 교도관을 구역에 배치할 수 있습니다. 배치된 교도관은 배정 받은 구역을 랜덤으로 순찰하며 해당 구역에 관련하여 문을 여는 등의 교도관이 수행해야 하는 작업을 수행합니다.\n\n
buildtoolbar_popup_help_guards_2	~왼쪽 클릭하면 한 구역에 배치되는 교도관의 수가 늘어납니다. 오른쪽 클릭하면 교도관이 제거됩니다.\n\n
buildtoolbar_popup_help_guards_3	^팁
buildtoolbar_popup_help_guards_4	- 마이크로매니지먼트가 잠금해제되었다면 배치 스케줄러에 접근할 수 있습니다. 이를 통해 특정 구역에 교도관이 배정되는 시간에 대한 시간표를 짤 수 있습니다. 예를 들어, 식사 시간에만 교도관이 구내 식당에 배정되기를 원할 경우 식사 시간에 해당되는 스케줄러 블록을 클릭한 뒤 시간 슬라이더를 그 블록으로 옮기고 구내 식당을 클릭해서 교도관을 배정하면 됩니다.
buildtoolbar_popup_help_guards_5	- 스케줄링을 통해 사용 가능한 최대 7가지의 다른 시간 블록과 기본 설정인 상시 활동 모드를 이용해 교도소의 필요에 따른 복잡한 배정 스케줄을 짤 수 있습니다.
buildtoolbar_popup_help_guards_6	- 교도관을 배치할 때 시간 블록을 수동으로 지정하지 않을 경우, 스케줄러는 현재 시간을 사용하게 됩니다. 배정 스케줄을 바꿀 때 올바른 시간을 선택하도록 하세요!

buildtoolbar_popup_help_patrols_title	순찰
buildtoolbar_popup_help_patrols_1	3개의 순찰 도구는 원하는 대로 특정 순찰 경로를 만들고 정규 교도관, 경비견 조련사 또는 무장 교도관(또는 이들 셋의 조합)을 지정하여 순찰시킬 수 있습니다. 이 순찰대는 여러 구역을 넘나들 수 있습니다.\n\n
buildtoolbar_popup_help_patrols_2	~왼쪽 마우스 버튼을 누른 상태에서 드래그하면 순찰 경로를 만들 수 있으며, 기존 순찰 경로를 왼쪽 클릭하면 그 순찰대에 교도관을 추가할 수 있습니다. 순찰대의 교도관을 오른쪽 클릭하면 제거되며, 오른쪽 마우스 버튼을 누른 상태에서 드래그하면 순찰대 전체를 제거할 수 있습니다.\n\n
buildtoolbar_popup_help_patrols_3	^팁
buildtoolbar_popup_help_patrols_4	- 순찰을 하는 교도관은 계속해서 문을 열거나 죄수를 수색하는 등의 교도관 의무를 수행합니다. 경비견 조련사와 무장 교도관은 그러지 않습니다.
buildtoolbar_popup_help_patrols_5	- 마이크로매니지먼트를 잠금해제했다면, 일반 교도관 배정과 동일한 방식으로 운영되는 배정 스케줄러에 접근할 수 있습니다.

buildtoolbar_popup_help_accessonly_1	접근 제한 도구는 감옥 내에서 이동할 때 일반적으로 피해야 할 구역을 표시할 수 있게 해줍니다. 사람들이 다른 루트를 이용하도록 하고 싶을 때, 감옥 내 감방을 지름길로 이용하는 것을 막을 수 있습니다.\n\n
buildtoolbar_popup_help_accessonly_2	~접근 제한으로 표시하고 싶은 구역을 왼쪽 클릭하십시오. 이는 중위험도 설정과 병행할 수 있습니다.
buildtoolbar_popup_help_accessonly_3	~접근 제한 설정을 제거하려면 해당 구역을 오른쪽 클릭하십시오.\n\n
buildtoolbar_popup_help_accessonly_4	^팁
buildtoolbar_popup_help_accessonly_5	- 접근 제한은 엄격한 설정이 아닙니다. 특히 표적이 표시된 구역 내에 있는 경우 사람들의 출입을 직접적으로 막지 않습니다. 접근 구역을 통하는 것이 다른 루트에 비해 현저히 편리할 경우 (예: 감옥 전체 돌아가기) 사람들은 계속해서 접근 제한 구역을 통해 다닐 수 있습니다.

job_matsassigned	자재 배정됨
job_matsavailable	자재 사용가능
job_awaitingmaterials	자재 기다리는 중
job_inprogress	-진행중-
job_blocked	-차단됨-
job_queued	-대기중-

job_failed_noroute	길 없음
job_failed_nomaterials	자재 없음
job_failed_toodangerous	너무 위험함
job_failed_materialsbeingcarried	자재 운송 중

job_rightclicktocancel	- 취소하려면 오른쪽 클릭
job_ftofollow	- 따라가려면 F 누르기
job_makehighpriority	- 높은 우선사항 지정하려면 Ctrl + 왼쪽 클릭
job_removehighpriority	- 높은 우선사항 해지하려면 Ctrl + 오른쪽 클릭
job_makehighpriority_mac	- 높은 우선사항 지정하려면 Alt + 왼쪽 클릭
job_removehighpriority_mac	- 높은 우선사항 제거하려면 Alt + 오른쪽 클릭
job_highpriority_tooltip	- 긴급
job_refundamount	- *X 금액 환불

failuremessage_blocked	차단됨
failuremessage_cantafford	자금 부족
failuremessage_cantaffordupkeep	일일 예산 초과
failuremessage_maximumcountreached	고용 한계치
failuremessage_maxstaff	너무 많은 직원


# =============================================================================
# Status Toolbar
# =============================================================================

statustoolbar_deliveries	배달
statustoolbar_finances	재정
statustoolbar_regime	시간표
statustoolbar_escapemap	보안
statustoolbar_electricity	전기
statustoolbar_stats	상태
statustoolbar_danger	위험수준
statustoolbar_jobs	작업
statustoolbar_gangs	갱단
statustoolbar_staff	직원
statustoolbar_research	연구


# =============================================================================
# Sprite Bank Editor + other tools
# =============================================================================

spritebankeditor_title	스프라이트 은행 편집기
spritebankeditor_create	생성
spritebankeditor_rotate	회전
spritebankeditor_sort	정렬
spritebankeditor_markermodetitle	시장 모드


# =============================================================================
# Codex
# =============================================================================

codex_mainmenu	메인 메뉴
codex_campaign	캠페인
codex_cutscenes	장면
codex_qualifications	자격
codex_load	교도소 불러오기
codex_loadcampaign	캠페인 불러오기
codex_save	교도소 저장
codex_savecampaign	캠페인 저장
codex_performance	성능 테스트
codex_developer_load	(개발자)지도 불러오기
codex_developer_save	(개발자)지도 저장
codex_developer_clearach	(개발자)성취 지우기
codex_contacts	연락처
codex_materials	자재
codex_play	재생
codex_play_escape	탈출 모드 플레이
codex_polaroids	폴라로이드
codex_introduction	도입부
codex_restartintroduction	도입부 재시작
codex_restartchapter	챕터 재시작
codex_help	도움말(wiki)
codex_opensavefolder	저장 폴더 열기
codex_options	설정
codex_nitgs	게임에 등장하는 이름
codex_workshop	교도소 공유(스팀)
codex_steamtrending	최고 인기 교도소(스팀)
codex_checkforupdates	업데이트 확인
codex_preorder	사전예약주문
codex_termsconditions	이용약관
codex_twitter	트위터
codex_extras	추가
codex_unlocked	잠금해제 *X/*Y
codex_mapsettings	맵 설정
codex_othergames	기타 인트로버전 게임
codex_mutators	돌연변이들

codex_cloudsavedesc	클라우드에 저장하기
codex_cloud_enabled	새로운 저장 게임은 클라우드에 저장됩니다.
codex_cloud_notaccount	스팀 클라우드는 스팀 클라이언트 상에서 비활성화되어 있습니다. 이 기능을 사용하시려면 다시 활성화하십시오.
codex_cloud_notapp	새로운 저장 게임은 하드 드라이브에 저장됩니다.
codex_saveload_delete	삭제

codex_new	새 교도소 만들기
codex_new_worldsize	크기
codex_new_small	작게
codex_new_medium	중간
codex_new_large	크게
codex_new_selectwarden	교도소장 선택
codex_new_selectgender	죄수 성별 선택

codex_options_graphics	그래픽
codex_options_resolution	해상도
codex_options_resolutionauto	자동
codex_options_windowed	창모드
codex_options_highdpi	고해상도
codex_options_filtering	안티앨리어싱
codex_options_nofiltering	OFF
codex_options_multisampled	멀티샘플링
codex_options_supersampled	수퍼샘플링

codex_options_audio	오디오
codex_options_volume	기본 볼륨
codex_options_frequency	주파수
codex_options_swapstero	오디오 좌우 반전
codex_options_dspenabled	DSP 켜기
codex_options_11khz	11025Hz
codex_options_22khz	22050Hz
codex_options_44khz	44100Hz

codex_options_clocktype	시계 유형
codex_options_clocktype_analogue	아날로그
codex_options_clocktype_12h	12시간
codex_options_clocktype_24h	24시간

codex_options_directions	바닥 신호 표시
codex_options_dirrender_hidden	숨겨짐
codex_options_dirrender_visible	보임
codex_options_dirrender_zoom	줌

codex_options_tempscale	섭씨로 온도 표시

codex_options_gameplay	게임
codex_options_autosave	자동저장 간격
codex_options_renderrooms	방 바닥 체크무늬
codex_options_apply	적용
codex_options_v2gui	버전 2.0 GUI
codex_options_zoomtomouse	마우스로 줌
codex_options_oneclickrapsheet	원 클릭 전과 기록
codex_options_disableanalytics	애널리틱스 비활성화
codex_tooltip_disableanalytics	게임 경험을 개선하기 위해 익명 통계 자료를 수집합니다. 수집된 모든 데이터는 metrics.txt에서 찾아볼 수 있습니다

codex_options_language	언어

codex_options_experimental	실험
codex_options_enablevbo	버텍스 버퍼 객체 활성화

codex_nitgs_authwarning	중요: 게임 엔트리 상의 이름을 최근 변경했다면 목록에 나타나기 전에 승인을 받아야 합니다.

codex_nitgs_filtercaption	필터
codex_nitgs_filterall	모두
codex_nitgs_filtermen	남성
codex_nitgs_filterwomen	여성

codex_nitgs_checkingforupdate	업데이트 확인중...
codex_nitgs_updateavailable	업데이트 가능
codex_nitgs_downloading	업데이트 다운로드중...
codex_nitgs_downloadcomplete	다운로드 완료.
codex_nitgs_downloadfailed	다운로드 실패.

codex_enabled	켜기
codex_disabled	끄기

codex_option_intake	연속해서 죄수 받기
codex_tooltip_intake	활성화하면 정해지지 않은 수의 새로운 죄수가 매일 들어옵니다.\n\n비활성화하면 죄수를 받을 준비가 되는 때를 선택할 수 있습니다. 보고서의 죄수 탭을 클릭해서 정합니다.
codex_option_fogofwar	사각지대
codex_tooltip_fogofwar	교도관이 순찰하지 않거나 CCTV로 감시하지 않는 교도소 내부 지역의 시야가 제한됩니다.
codex_option_lakes	호수 생성
codex_tooltip_lakes	지형을 막는 호수가 무작위적으로 생성됩니다. 경고: 시험중.
codex_option_forests	숲 생성
codex_tooltip_forests	나무들이 나타납니다.
codex_option_buildings	건물 생성
codex_tooltip_buildings	무작위로 버려진 건물들이 남아있어서 원하면 사용할 수도 있습니다.
codex_option_failure	패배 조건
codex_tooltip_failure	추가 난이도 도전! 교도소를 잘못 운영하면 당신은 해고되고 게임이 종료됩니다.(폭동, 파산, 너무 많은 사망자나 탈옥 등)
codex_option_unlimitedfunds	무제한 재정
codex_tooltip_unlimitedfunds	처음부터 돈이 모이기를 기다릴 필요 없이 원하는 만큼 돈을 계속 쓸 수 있습니다.
codex_option_gangs	갱단
codex_tooltip_gangs	어떤 죄수는 갱단에 가입된 상태로 오며, 라이벌 갱단을 공격합니다. 추가 난이도 도전.
codex_option_events	사건
codex_tooltip_events	사건이 일어나 게임을 하는 동안 긴장을 늦출 수 없게 합니다. 난이도가 추가되고 예상하지 못한 요소가 나타납니다.
codex_option_weather	날씨와 온도
codex_tooltip_weather	감옥에 변화하는 날씨와 다양한 온도를 추가하여 난방도 고려하게 될 수 있습니다.
codex_option_enablecheats	툴과 치트 활성화
codex_tooltip_enablecheats	이 교도소에서 개발자 툴과 치트를 활성화합니다. 이를 선택할 경우, 비활성화할 수 없으며, 결과에 따른 포상도 없고 이 교도소를 판매할 수도 없게 됩니다.
codex_option_staffneeds	직원 욕구
codex_tooltip_staffneeds	교도관 욕구를 활성화하면, 교도관들이 업무를 제대로 수행하기 위해 음식, 휴식 및 기타 편리 시설을 필요로 합니다.
codex_option_wardenmode	교도관 모드
codex_tooltip_wardenmode	건설하고 있는 감옥 현장에서 근무하는 교도관으로 플레이하세요.
codex_option_wardenmode_permadeath	영구적 사망
codex_tooltip_wardenmode_permadeath	교도관으로 사망할 경우 게임오버입니다!

codex_option_funds	재정
codex_tooltip_funds	은행계좌에 든 이 돈을 가지고 시작하게 됩니다. 평가액 화면에서 기존 교도소를 팔면 더 많은 돈을 가지고 시작할 수 있습니다.

codex_transfer	이감
codex_transferring	이감 중
codex_in_prison	현재 수감 중
codex_unavailable	불가
codex_useravatar	나의 아바타
codex_tooltip_useravatar	이 죄수를 자신의 아바타로 선택합니다. 교도소에서 당신을 대신할 죄수입니다.
codex_tooltip_flagbio	이 약력이 불쾌하거나 모욕적이면 신고합니다.

codex_workshop_current	현재 교도소
codex_workshop_publish	이 교도소 올리기
codex_workshop_update	업데이트
codex_workshop_play	재생
codex_workshop_downloading	다운로드 중
codex_workshop_download_failed	다운로드 실패
codex_workshop_publishing	올리는 중...
codex_workshop_new	새로운 것
codex_workshop_title	제목
codex_workshop_desc	설명
codex_workshop_view_in_workshop	스팀 창작마당에서 보기
codex_workshop_heading_pubed	당신이 올린 교도소
codex_workshop_heading_subed	구독한 교도소
codex_workshop_published_by	*P가 올린 교도소
codex_workshop_published_by_you	당신이 올린 교도소
codex_workshop_published_good	올린 교도소
codex_workshop_published_good_msg	당신의 교도소가 성공적으로 올라갔습니다.
codex_workshop_published_bad	교도소 올리기 실패
codex_workshop_published_bad_msg	교도소 올리기에 실패했습니다.
codex_workshop_published_bad_msg_new	교도소 올리기에 실패했습니다. 다시 시도하세요.
codex_workshop_busy	스팀에 이미 마법이 벌어지고 있습니다. 처음 한 것이 될 때 까지 기다려주세요.
codex_workshop_file_exists	같은 이름으로 교도소를 올렸습니다. 다른 이름을 선택하세요.
codex_workshop_generic_fail	교도소 올리기에 실패했습니다. 다시 시도하세요.
codex_workshop_download_bad	교도소 다운로드에 실패했습니다.
codex_workshop_pa_workshop	프리즌 아키텍트 창작마당 열기
codex_workshop_agreement	이 항목을 구독하면 [url=http://steamcommunity.com/sharedfiles/workshoplegalagreement]workshop terms of service[/url] 에 동의하는 것입니다.
codex_workshop_update_warning	공개된 교도소 업데이트
codex_workshop_update_warning_msg	이 공개된 교도소를 업데이트하면 현재 로드되어 있는 교도소가 공개된 교도소를 덮어쓰게 됩니다. 그럴 경우 공개된 교도소는 삭제되며 현재 플레이하고 있는 교도소로 영구 대체됩니다. 이 작업은 실행취소할 수 없습니다.\n\n정말 계속하시겠습니까?

codex_options_timelapse	타임랩스
codex_timelapse_record	타임랩스 녹화
codex_timelapse_stop	타임랩스 중지
codex_timelapse_camera	카메라 모드
codex_timelapse_customresw	가로 해상도 조정
codex_timelapse_customresh	세로 해상도 조정
codex_timelapse_resolution	해상도
codex_timelapse_fps	재생 속도
codex_timelapse_interval	캡처 간격
codex_timelapse_quality	품질
codex_timelapse_unsupported	이 기능은 현재의 하드웨어에서는 사용할 수 없습니다.
codex_timelapse_savesettings	설정 저장

codex_timelapse_cam_zoom	줌 카메라
codex_timelapse_cam_fitmap	지도에 맞추기
codex_timelapse_cam_fitheight	지도 높이에 맞추기
codex_timelapse_cam_fitwidth	지도 너비에 맞추기
codex_timelapse_fps_value	*X FPS
codex_timelapse_quality_high	높음
codex_timelapse_quality_med	중간
codex_timelapse_quality_low	낮음
codex_timelapse_interval_value	게임시간 *X분
timelapse_caption	타임랩스 레코딩 길이 *X:*Y, *Z 프레임 녹화됨, 백로그: *T

codex_performance_running	성능 시험기 작동
codex_performance_time	남은 시간: *Ts
codex_performance_current	현재 프레임 시간: *Tms
codex_performance_min	최소 프레임: *Tms
codex_performance_avg	평균 프레임: *Tms
codex_performance_max	최대 프레임: *Tms
codex_performance_numframes	프레임 숫자: *T

codex_last_modified	최근 수정된 날짜: *T
codex_sortbydesc	날짜별
codex_sortname	이름
codex_sortdate	날짜
codex_apply	적용
codex_select	선택

codex_mods	모드
codex_mod_activetitle	모드 활성화
codex_mod_inactivetitle	사용가능모드
codex_mod_deactivate	사용불가모드
codex_mod_wiki	더 많은 모드 찾기(Wiki)
codex_mod_openmodsfolder	모드 폴더 열기
codex_mod_moresteammods	더 많은 모드 찾기(스팀 창작마당)
codex_mod_findsteamtranslations	더 많은 번역 찾기(스팀 창작마당)
codex_authortitle	제작자
codex_versiontitle	버전
codex_datetitle	날짜
codex_urltitle	URL
codex_typetitle	유형
codex_mod_graphicsandsound	그래픽과 사운드
codex_mod_translation	번역
codex_mod_scenario	시나리오
codex_mod_content	내용
codex_mod_load_scenario	시나리오 플레이
codex_publishmod	이 모드 올리기

codex_mod_update	이 모드 업데이트
codex_mod_published_good	모드 올림
codex_mod_published_good_msg	모드를 성공적으로 올림.
codex_mod_published_bad	모드 올리기 실패
codex_mod_published_bad_msg	모드 올리기에 실패했습니다.
codex_mod_modsupdated	모드 업데이트됨
codex_mod_modsupdated_msg	활성화된 모드가 업데이트 되었습니다. OK를 누르면 변경사항이 적용됩니다. 진행 중인 게임이 자동 저장됩니다.
codex_mod_translationcaption	다른 언어로 번역한 것입니까?

codex_language	언어
codex_language_englishdefault	영어(기본)
codex_language_default	기본 언어
codex_language_download	다운로드
codex_language_failed_download	다운로드 실패
codex_language_failed_download_msg	선택하신 번역의 다운로드에 실패했습니다.
codex_language_searching_workshop	스팀 창작마당 검색 중
codex_language_community	이 번역 팩은 커뮤니티에 의해 제작 및 운영됩니다 - 감사합니다!

codex_polaroids_new	신규

codex_save_confirm	*X를 현재 교도소로 덮어쓰기 하시겠습니까?
codex_researtchapter_confirm	현재 챕터를 다시 시작하시겠습니까? 저장되지 않은 부분은 사라집니다.
codex_delete_confirm	정말 *X을(를) 영구 삭제하시겠습니까?

codex_premadeprisons	기존 감옥

codex_trending_more	...
codex_sortbycaption	정렬 기준:
codex_trending_oneday	1일
codex_trending_oneweek	1주일
codex_trending_threemonths	3개월
codex_trending_sixmonths	6개월
codex_trending_oneyear	1년
codex_trending_alltime	전체
codex_trending_failedtogetlist	감옥 목록 받기 실패
codex_trending_failedtogetlist_msg	유행중인 감옥 목록 받기 실패

codex_settings	맵 설정
codex_settings_gangs	갱단 활성화
codex_settings_events	이벤트 활성화
codex_settings_weather	날씨 활성화
codex_settings_staffneeds	직원 욕구 활성화
codex_settings_failureconditions	실패 조건 활성화
codex_settings_confirm	이 설정은 활성화되면 비활성화시킬 수 없습니다. *X를 활성화하시겠습니까?

codex_packrects	Pack Rectangles
codex_addboxbutton	새로운 직사각형 추가
codex_setsize	공간 크기 설정
codex_removeallrects	모든 직사각형 제거
codex_packrects_widthcaption	공간 폭
codex_packrects_heightcaption	공간 높이
codex_packrects_boxwcaption	직사각형 폭
codex_packrects_boxhcaption	직사각형 높이

mods_downscaled_spritesheet	스프라이트 시트가 축소되었습니다
mods_downscaled_spritesheet_msg	귀하의 그래픽 카드의 제한 때문에 스프라이트 시트가 축소되었습니다. 이것은 너무 많은 모드를 활성화시켰기 때문일 수 있습니다. 품질을 개선시키려면 일부 모드를 비활성화로 전환시키십시오.
mods_errors_no_memory	로드된 모드 스프라이트 없음
mods_errors_no_memory_msg	모드 스프라이트를 추가하기에 그래픽 메모리가 부족합니다. 이것은 너무 많은 모드를 활성화시켰기 때문일 수 있습니다. 메모리를 더 적게 사용하기 위해 일부 모드를 비활성화하십시오.

# =============================================================================
# Graphics Change Confirmation
# =============================================================================

graphicschange_message	그래픽 설정을 바꾸시겠습니까?
graphicschange_time	초 뒤에 원래 설정으로 돌아갑니다.
graphicschange_accept	수락
graphicschange_revert	돌아가기

# =============================================================================
# Script
# =============================================================================

scriptdebugger_title	스크립트 디버거(F3)

# =============================================================================
# Mod Confirmation
# =============================================================================

modnotification_title	모드 변경 확인됨
modnotification_info	현재 교도소가 저장될 때 이 모드를 사용했습니다. 이 교도소를 플레이하기 전에 먼저 이 모드를 다운로드해서 활성화하실 것을 권장합니다.
modnotification_playnow	시작하기
modnotification_active	활성화
modnotification_inactive	비활성화
modnotification_new	새모드
modnotification_unknown	알 수 없음
modnotification_popup_title	모드 차이점
modnotification_popup_active	이 모드는 현재 활성화되었습니다. 비활성화 하려면 클릭하세요.
modnotification_popup_inactive	이 모드는 현재 비활성화되었습니다. 활성화 하려면 클릭하세요.
modnotification_popup_new_url	새 모드입니다. 웹브라우저에서 링크를 열려면 클릭하세요.
modnotification_popup_new_steam	새 스팀 모드입니다. 이 모드를 구독하고 다운로드하려면 클릭하세요.
modnotification_popup_unknown	어디서 만든지 알 수 없는 모드입니다. 직접 찾아서 설치해야 합니다.

# =============================================================================
# Biography
# =============================================================================

biography_search	정지하고 수색
biography_selected	선택됨
biography_prisoner_name	*S, *F
biography_prisoner_number	죄수번호 *X
biography_prisoner_age	나이: *X
biography_prisoner_traits	특성 :
biography_prisoner_convicted	*C로 유죄 판결받음(*P)
biography_prisoner_sentenced	*X년형 선고받음
biography_parole_now	현재 가석방 대상
biography_parole_later	*X년 후 가석방 대상
biography_prisoner_served	*X년 복역함
biography_prisoner_priors	우선:


# =============================================================================
# Rap Sheet
# =============================================================================

rapsheet_age	나이:
rapsheet_category	범주:
rapsheet_traits	알려진 특징:
rapsheet_conviction_text	*C - *Y년
rapsheet_found_text	(*P)
rapsheet_convictions	유죄판결
rapsheet_misconductstitle	최근 불법행위
rapsheet_biography	약력
rapsheet_guilty	유죄 인정
rapsheet_notguilty	무죄 주장
rapsheet_served	복역함
rapsheet_served_time	*Y년 복역
rapsheet_time	총 *Y년
rapsheet_bio	*A(으)로 *Y년형 선고받음.
rapsheet_bio_med	*A와 *B의 복합 범죄로 *Y년형 선고받음.
rapsheet_bio_long	*A 와 *B 와 *C 의 복합 범죄로 *Y 년형 선고받음.
rapsheet_category_minsec	저위험도
rapsheet_category_normal	중위험도
rapsheet_category_maxsec	고위험도
rapsheet_category_protected	보호감호
rapsheet_category_supermax	초고위험도
rapsheet_category_deathrow	사형수
rapsheet_tab_biography	약력
rapsheet_tab_experience	경험
rapsheet_tab_grading	등급
rapsheet_tab_character	성격
rapsheet_punish	처벌
rapsheet_recruit	정보원 고용

rapsheet_timeinside	현 교도소에서 *X일 복역
rapsheet_timeinside_hours	현 교도소에서 *X시간 복역
rapsheet_mood	기분
rapsheet_activity	활동
rapsheet_condition	상태
rapsheet_program	교정 프로그램
rapsheet_passchance	성공 가능성
rapsheet_reformhistory	교정 프로그램 기록

rapsheet_reform_success	성공
rapsheet_reform_successcount	*X회 완료
rapsheet_reform_failed	실패
rapsheet_reform_failcount	*X회 실패

rapsheet_grading_punishment	처벌
rapsheet_grading_health	건강
rapsheet_grading_security	보안
rapsheet_grading_reform	교정
rapsheet_grading_points	*X점 :
rapsheet_grading_penalties	*X 패널티 :

rapsheet_scheduleexecution	사형집행 예정


punish_lockdown_6	감금(6시간)
punish_lockdown_12	감금(12시간)
punish_lockdown_24	감금(24시간)
punish_solitary_6	독방(6시간)
punish_solitary_12	독방(12시간)
punish_solitary_24	독방(24시간)
punish_solitary_perm	독방(종신)
punish_lockdown_perm	감금(종신)
punish_solitary	독방
punish_lockdown	전체잠금
punish_none	없음
punish_timer	*X시간 *Y분
punish_timer_minutes	*X분
punish_active	진행중
punish_permanent	(종신)
punish_end	처벌 종료

punish_up	위
punish_down	아래
punish_setmin	최소
punish_setmed	중간
punish_setmax	최대
punish_setsuper	슈퍼

# =============================================================================
# Misconducts
# =============================================================================

misconduct_reporttype_none	없음
misconduct_reporttype_complaint	불만
misconduct_reporttype_destruction	파괴
misconduct_reporttype_escapeattempt	탈옥 시도
misconduct_reporttype_injuredprisoner	죄수 공격
misconduct_reporttype_injuredstaff	직원 공격
misconduct_reporttype_seriousinjury	중상
misconduct_reporttype_murder	살인
misconduct_reporttype_contrabandweapons	무기 발견
misconduct_reporttype_contrabandtools	도구 발견
misconduct_reporttype_contrabandnarcotics	마약 발견
misconduct_reporttype_contrabandluxuries	사치품 발견
misconduct_reporttype_intoxicated	약물 중독
misconduct_title	=[불법행위]=
misconduct_totalitems	(*X 더 추가)

misconduct_report_addiction	*X 에 중독됨
misconduct_report_recoving	*X 중독 치료됨
misconduct_report_alcoholic	알콜중독
misconduct_report_recovingalcoholic	알콜중독 치료됨


# =============================================================================
# Research Names + Captions
# =============================================================================

research_required	보고서를 작성하려면 *X이 필요합니다.
research_requireunlock	보고서를 잠금해제하려면 '*X' 연구가 필요합니다.
research_approved	승인됨
research_cost	비용: *X
research_costperitem	+ 항목당 *X
research_timetounlock	잠금해제에 필요한 시간: *X시간
research_movementpenalty	이동 패널티: *X%
research_protectionbonus	보호: *X%
research_tap_to_authorise	승인하려면 클릭하세요.

research_none	없음
research_warden	교도소장
research_maintainance	유지관리
research_security	보안
research_legal	법률
research_mentalhealth	심리학
research_finance	재정
research_landexpansion	토지 확장
research_cctv	감시장비
research_riotguards	폭동진압대
research_health	건강
research_cleaning	청소
research_groundskeeping	정원관리
research_clone	복사
research_deployment	배치
research_patrols	순찰
research_dogs	경비견
research_prisonlabour	수감자 노역
research_education	교육
research_contraband	정보수집
research_policy	교도소 정책
research_armoury	무기고
research_bodyarmour	방탄복
research_tazers	테이저
research_tazersforeveryone	테이저 보급확대
research_bankloans	은행 대출
research_lowertaxes1	세금 경감
research_lowertaxes2	역외 조세 피난처
research_remoteaccess	원격 조종
research_extragrant	추가 보조금
research_advancedmanagement	세부 관리
research_deathrow	사형수
research_permanentpunishment	종신형
research_removemincellsize	소형 감방
research_reduceexecutionliability	무고 처형 책임
research_legalprep	법적 절차
research_legaldefense	법적 방어
research_guardtowers	감시탑

researchtooltip_warden	교도소장과 업무결재시스템을 잠금해제합니다. 교도소장은 직원 툴바에서 고용할 수 있습니다.\n\n다른 관리자처럼 사무실이 필요합니다.
researchtooltip_security	교도대장을 잠금해제합니다. 직원 툴바에서 고용할 수 있습니다. 교도대장은 교도관 배치 화면에 접근할 수 있게 해주며 교도소의 위험수준을 실시간으로 알려주고, 때로는 미래에 일어날 수 있는 문제를 예측합니다.\n\n다른 관리자처럼 사무실이 필요합니다.
researchtooltip_maintenance	현장감독을 잠금해제합니다. 직원 툴바에서 고용할 수 있습니다.\n\n다른 관리자처럼 사무실이 필요합니다.
researchtooltip_legal	변호사를 잠금해제합니다. 직원 툴바에서 고용할 수 있습니다. 교도소를 통제하는데 도움을 주는 여러 연구들을 잠금해제할 수 있습니다.\n\n다른 관리자처럼 사무실이 필요합니다.
researchtooltip_deployment	교도소의 특정 구역에 교도관을 배치해 영구적으로 감시합니다.
researchtooltip_patrols	교도소 경계와 같이 중요한 구역에 순찰 구역을 지정하고 교도관이 순찰을 돌게 할 수 있습니다.
researchtooltip_dogs	경비견과 조련사를 잠금해제합니다. 이들은 밀반입품의 냄새를 맡고, 땅굴을 발견합니다.\n\n경비견은 아주 빨라서 도주하는 죄수들을 쉽게 잡을 수 있습니다.
researchtooltip_cctv	CCTV 카메라와 보안 모니터를 잠금해제합니다. 이것을 이용해 사람이 없는 곳도 감시할 수 있습니다.\n\n도청장치도 잠금해제하여 죄수의 통화를 엿들을 수 있고 중요한 정보를 얻을 수 있습니다.
researchtooltip_remoteaccess	원격조종과 자동으로 열리는 문을 열 수 있는 고급 장비를 잠금해제합니다. 문 통제시스템을 이용해 원격으로 문을 열 수도 있고(교도관이 작동), 문 타이머로 특정 시간에 열리게 만들 수도 있습니다.
researchtooltip_riotguards	(현재 소용없음)\n폭동진압대를 잠금해제합니다. 이들은 무장을 하고 있어서 폭력 사태를 처리하는데 유리합니다.
researchtooltip_maintainance	현장감독을 잠금해제합니다. 수감자 노역같은 연구를 할 수 있게 하고 정원사같은 직원을 고용할 수 있게 해줍니다.\n\n다른 관리자처럼 사무실이 필요합니다.
researchtooltip_clone	메인 툴바에서 복사 툴을 잠금해제합니다. 감방과 같은 교도소 시설을 빠르게 지을 수 있습니다. 마우스 오른쪽 버튼으로 드래그해서 복사할 구역을 선택한 다음 왼쪽 버튼으로 복사합니다.
researchtooltip_groundskeeping	정원사를 잠금해제합니다. 정원사는 실외를 정리정돈 합니다.
